StationID,StationTitle,AddressLine,State,Country,Latitude,Longitude,ConnectionType,PowerKW,Quantity,Price,Rating
307960,SNT-00138,Av. Raul Solnado 23 23A ,Lisbon,Portugal,38.78042048,-9.353215371,Type 2 (Socket Only),22,1,50,1.46
307959,SNT-00164,Rua Antaanio Ferreira Gomes 1 ,Lisbon,Portugal,38.79274673,-9.329226638,CCS (Type 2),120,2,50,1.83
307958,SNT-00156 Jotoparc,"Avenida do Brasil, 76 Saeo Marcos",Lisbon,Portugal,38.76803139,-9.298908907,CHAdeMO,50,1,50,2.28
307958,SNT-00156 Jotoparc,"Avenida do Brasil, 76 Saeo Marcos",Lisbon,Portugal,38.76803139,-9.298908907,CCS (Type 2),160,3,53.6,3.93
307958,SNT-00156 Jotoparc,"Avenida do Brasil, 76 Saeo Marcos",Lisbon,Portugal,38.76803139,-9.298908907,Type 2 (Socket Only),22,1,50,1
307957,SNT-00105 BK,BK Cacem - Rua Esperana 2,Lisbon,Portugal,38.76958437,-9.313664316,CCS (Type 2),120,1,50,2.57
307957,SNT-00105 BK,BK Cacem - Rua Esperana 3,Lisbon,Portugal,38.76958437,-9.313664316,CHAdeMO,60,1,50,2.96
307956,SNT-00163 Aldi,"Estrada de Sao Marcos, RC 1",Lisbon,Portugal,38.75115064,-9.305161163,CCS (Type 2),120,2,50,0.23
307955,OER-00176-222 BP,Estr. de Sao Marcos,Lisbon,Portugal,38.75082637,-9.304669951,CCS (Type 2),150,4,51,0.85
307955,OER-00176-222 BP,Estr. de Sao Marcos,Lisbon,Portugal,38.75082637,-9.304669951,CHAdeMO,80,2,50,0.33
307954,CSC-00184 BP,Estrada Conceio da Aboboda,Lisbon,Portugal,38.72826762,-9.32849472,CCS (Type 2),150,2,50,4.83
307954,CSC-00184 BP,Estrada Conceiao da Aboboda,Lisbon,Portugal,38.72826762,-9.32849472,CHAdeMO,80,1,50,4.04
307953,CSC-00211 Prio Trajouce,"R. Florancio Freire 44, Safo Domingos de Rana ",Lisbon,Portugal,38.74061111,-9.341289345,CCS (Type 2),150,2,50,1.52
307952,SNT-00117,Estrada Nacional ,Lisbon,Portugal,38.76098084,-9.386063972,CCS (Type 2),100,4,50,0.49
307952,SNT-00117,Estrada Nacional ,Lisbon,Portugal,38.76098084,-9.386063972,CHAdeMO,60,1,50,3.42
307951,CSC-00192 STAPLES,Estrada Nacional 9 KM45,Lisbon,Portugal,38.73792645,-9.403233906,CCS (Type 2),120,2,50,0.61
307950,CSC-00186 Cepsa,E.N. 9 - Abuxarda ,Lisbon,Portugal,38.7155024,-9.417888296,CCS (Type 2),300,2,137,2.48
307949,CSC-00197Decathlon Cascais ,Av. Brigadeiro Victor Novais Gonasalves 164,Lisbon,Portugal,38.7291096,-9.416450908,CCS (Type 2),120,2,50,0.17
307949,CSC-00197Decathlon Cascais ,Av. Brigadeiro Victor Novais Gonasalves 166,Lisbon,Portugal,38.7291096,-9.416450908,Type 2 (Socket Only),22,7,50,1.29
307948,CSC-00188 Prio,"R. Tojas 715, Alcabideche",Lisbon,Portugal,38.72402863,-9.425178684,CCS (Type 2),150,1,50,3.31
307948,CSC-00188 Prio,"R. Tojas 715, Alcabideche",Lisbon,Portugal,38.72402863,-9.425178684,CHAdeMO,60,1,50,1.56
307947,CSC-00146 BK,Rua das Tulipas,Lisbon,Portugal,38.71621227,-9.440063653,CCS (Type 2),120,1,50,2.6
307947,CSC-00146 BK,Rua das Tulipas,Lisbon,Portugal,38.71621227,-9.440063653,CHAdeMO,60,1,50,2.73
307946,CSC-00140 The Oitavos ,R. de Oitavos,Lisbon,Portugal,38.70364645,-9.466734321,CHAdeMO,50,1,50,0.92
307946,CSC-00140 The Oitavos ,R. de Oitavos,Lisbon,Portugal,38.70364645,-9.466734321,CCS (Type 2),100,1,50,4.85
307946,CSC-00140 The Oitavos ,R. de Oitavos,Lisbon,Portugal,38.70364645,-9.466734321,Type 2 (Socket Only),22,1,50,3.88
307944,ACH00022-29  Freeport,Avenida Euro 2004,Seticabal,Portugal,38.75185234,-8.942445465,CHAdeMO,50,2,50,4.47
307944,ACH00022-29  Freeport,Avenida Euro 2004,Seticabal,Portugal,38.75185234,-8.942445465,CCS (Type 2),60,2,50,2.99
307944,ACH00022-29  Freeport,Avenida Euro 2004,Seticabal,Portugal,38.75185234,-8.942445465,Type 2 (Socket Only),11,9,50,0.44
307943,ACH00019 ,"N 119 Satio Da Quebrada, Ladeira Das Enguias",Seticabal,Portugal,38.75154918,-8.946032694,CCS (Type 2),150,2,50,0.98
307943,ACH00020,"N 119 Satio Da Quebrada, Ladeira Das Enguias",Seticabal,Portugal,38.75154918,-8.946032694,CHAdeMO,80,1,50,0.23
307942,ACH-0010 Galp,Av. Restaurao,Seticabal,Portugal,38.74998869,-8.962293099,CCS (Type 2),120,2,50,1.94
307941,MTJ-00032,Avenida Antero Brotas Satio ,Montijo,Portugal,38.71016466,-8.968590875,CHAdeMO,50,1,50,1.36
307941,MTJ-00032,Avenida Antero Brotas Satio ,Montijo,Portugal,38.71016466,-8.968590875,CCS (Type 2),100,3,50,4.14
307940,MTJ00105  Decathlon Montijo,Rotunda Portas Cidade -,Montijo,Portugal,38.70208587,-8.946813593,CCS (Type 2),120,1,50,1.78
307939,PLM-00031-32. SILVERWAVE INDUSTRIAL Ev,Sao Juliao Street,Seticabal,Portugal,38.58293082,-8.892401528,CHAdeMO,50,1,50,1.4
307939,PLM-00031-32. SILVERWAVE INDUSTRIAL Ev,Sao Juliao Street,Seticabal,Portugal,38.58293082,-8.892401528,CCS (Type 2),160,3,53.6,2.71
307939,PLM-00031-32. SILVERWAVE INDUSTRIAL Ev,Sao Juliao Street,Seticabal,Portugal,38.58293082,-8.892401528,Type 2 (Socket Only),22,1,50,0.7
307938,PLM-00028 Galp,Estrada Nacional 1 118 - Peneireiro,Seticabal,Portugal,38.58477953,-8.930684105,CCS (Type 2),120,2,50,4.01
307937,PLM-0027,Estrada Nacional 1 118 - Peneireiro,Seticabal,Portugal,38.58555062,-8.930024768,CCS (Type 2),120,2,50,0.37
307936,MTA00017  Moita Alhos EV,"Fonte da Prata 2860,",Seticabal,Portugal,38.64964695,-8.997248054,CCS (Type 2),120,1,50,4.93
307936,MTA00017  Moita Alhos EV,"Fonte da Prata 2860,",Seticabal,Portugal,38.64964695,-8.997248054,CHAdeMO,60,1,50,3.86
307935,MTA-00011-12. Intermarcha Moita,"Quinta de Santa Rosa, R. Classe Operaria",Seticabal,Portugal,38.64604492,-8.994327404,CHAdeMO,50,1,50,0.99
307935,MTA-00011-12. Intermarcha Moita,"Quinta de Santa Rosa, R. Classe Operaria",Seticabal,Portugal,38.64604492,-8.994327404,CCS (Type 2),160,3,53.6,0.03
307935,MTA-00011-12. Intermarcha Moita,"Quinta de Santa Rosa, R. Classe Operaria",Seticabal,Portugal,38.64604492,-8.994327404,Type 2 (Socket Only),22,1,50,4.08
307931,BRR-00131. Pingo Doce Barreiro,Avenida Das Nacionalizacoes Quimiparque,Barreiro e Lavradio,Portugal,38.66760392,-9.05979531,CHAdeMO,50,1,50,3.53
307931,BRR-00131. Pingo Doce Barreiro,Avenida Das Nacionalizacoes Quimiparque,Barreiro e Lavradio,Portugal,38.66760392,-9.05979531,CCS (Type 2),120,1,50,3.65
307930,BRR-00149. Cepsa,AV. DA ESCOLA DOS FUZILEIROS NAVAIS,"Alto do Seixalinho, Santo Andr, and Verderena",Portugal,38.65049243,-9.064348347,CCS (Type 2),300,2,137,3.86
307929,BRR-00125 Biostasia,"Rua Joao Lino, Lt.20 Armazem 2","Alto do Seixalinho, Santo Andr, and Verderena",Portugal,38.63166775,-9.04901295,CHAdeMO,50,1,50,0.37
307929,BRR-00125 Biostasia,"Rua Joao Lino, Lt.20 Armazem 3","Alto do Seixalinho, Santo Andr, and Verderena",Portugal,38.63166775,-9.04901295,CCS (Type 2),100,3,50,1.79
307929,BRR-00125 Biostasia,"Rua Joao Lino, Lt.20 Armazem 4","Alto do Seixalinho, Santo Andr, and Verderena",Portugal,38.63166775,-9.04901295,Type 2 (Socket Only),22,1,50,0.58
307928,FLASH F1085,"Prospect 200th Anniversary of Kryvyi Rih, 12A",Dnipropetrovsk Oblast,Ukraine,47.9661651,33.43555311,CCS (Type 2),120,1,50,4.32
307928,FLASH F1085,"Prospect 200th Anniversary of Kryvyi Rih, 12A",Dnipropetrovsk Oblast,Ukraine,47.9661651,33.43555311,CHAdeMO,50,1,50,3.12
307928,FLASH F1085,"Prospect 200th Anniversary of Kryvyi Rih, 12A",Dnipropetrovsk Oblast,Ukraine,47.9661651,33.43555311,GB-T DC - GB/T 20234.3,120,1,50,1.65
307928,FLASH F1085,"Prospect 200th Anniversary of Kryvyi Rih, 12A",Dnipropetrovsk Oblast,Ukraine,47.9661651,33.43555311,Type 2 (Tethered Connector) ,22,1,50,0.32
307927,SLX-00060-62,Av. Aureliano Mira Fernandes,Seixal,Portugal,38.60230307,-9.061041777,CCS (Type 2),200,6,80,1.55
307926,ALM-00083.  Cruz de Pau,Quinta dos Pinheiros e Girassis,Amora,Portugal,38.62510208,-9.126137017,CCS (Type 2),120,1,50,1.63
307926,ALM-00083.  Cruz de Pau,Quinta dos Pinheiros e Girassis,Amora,Portugal,38.62510208,-9.126137017,CHAdeMO,60,1,50,3.65
307925,SXL-00059 Recheio Corroios,R. Bento Gonalves 47,Seixal,Portugal,38.63325464,-9.145264741,CHAdeMO,50,1,50,3.19
307925,SXL-00059 Recheio Corroios,R. Bento Gonalves 48,Seixal,Portugal,38.63325464,-9.145264741,CCS (Type 2),100,3,50,4.44
307925,SXL-00059 Recheio Corroios,R. Bento Gonalves 49,Seixal,Portugal,38.63325464,-9.145264741,Type 2 (Socket Only),22,1,50,2.36
307924,ALM-00072 Corroios,RUA BENTO GONCALVES 12,Seixal,Portugal,38.63433593,-9.145122028,CCS (Type 2),120,1,50,0.6
307924,ALM-00072 Corroios,RUA BENTO GONCALVES 13,Seixal,Portugal,38.63433593,-9.145122028,CHAdeMO,60,1,50,3.57
307923,ALM-00068 ,Rua Sargio Malpique,Almada,Portugal,38.660165,-9.176071791,CCS (Type 2),160,2,51.6,3.8
307923,ALM-00068 ,Rua Sargio Malpique,Almada,Portugal,38.660165,-9.176071791,CHAdeMO,62,1,50,2.81
307923,ALM-00068 ,Rua Sargio Malpique,Almada,Portugal,38.660165,-9.176071791,Type 2 (Socket Only),22,2,50,3.85
307922,ALM-00060-61,Estr. Q.ta da Carcereira ,Almada,Portugal,38.6313405,-9.17763796,CHAdeMO,50,2,50,2.61
307922,ALM-00060-61,Estr. Q.ta da Carcereira ,Almada,Portugal,38.6313405,-9.17763796,CCS (Type 2),100,8,50,2.14
307921,ALM-00091. Pingo Doce Charneca da Caparica,Rua de Oliveira Feijaeo,Almada,Portugal,38.61890375,-9.194142411,CCS (Type 2),60,1,50,0.54
307921,ALM-00091. Pingo Doce Charneca da Caparica,Rua de Oliveira Feijaeo,Almada,Portugal,38.61890375,-9.194142411,Type 2 (Socket Only),22,1,50,0.16
307921,ALM-00091. Pingo Doce Charneca da Caparica,Rua de Oliveira Feijaeo,Almada,Portugal,38.61890375,-9.194142411,CHAdeMO,50,1,50,3.18
307920,SLX-00043  Evidencia Belverde ,Av. de Belverde 70,Amora,Portugal,38.5984953,-9.139598588,CHAdeMO,50,1,50,2.54
307920,SLX-00043  Evidencia Belverde ,Av. de Belverde 70,Amora,Portugal,38.5984953,-9.139598588,CCS (Type 2),100,1,50,4.54
307920,SLX-00043  Evidencia Belverde ,Av. de Belverde 70,Amora,Portugal,38.5984953,-9.139598588,Type 2 (Socket Only),22,1,50,1.25
307919,SSB-0014 BK,Rua Quinta do Sobreiro,Setubal,Portugal,38.48196137,-9.103100135,CCS (Type 2),120,1,50,2.05
307919,SSB-0014 BK,Rua Quinta do Sobreiro,Setubal,Portugal,38.48196137,-9.103100135,CHAdeMO,60,1,50,3.78
307918,STB-00052-54,R. Joao Vaz lote 96,Setubal,Portugal,38.54203821,-9.026941695,CHAdeMO,50,2,50,1.14
307918,STB-00052-54,R. Joao Vaz lote 97,Setubal,Portugal,38.54203821,-9.026941695,CCS (Type 2),100,3,50,0.38
307918,STB-00052-54,R. Joao Vaz lote 98,Setubal,Portugal,38.54203821,-9.026941695,Type 2 (Socket Only),22,2,50,1.45
307917,TOKA #1172 Ddrive Fast Charger,"Zinkivska Street, 6A",Poltava Oblast,Ukraine,49.6014147,34.53259819,GB-T DC - GB/T 20234.3,120,1,50,0.81
307917,TOKA #1172 Ddrive Fast Charger,"Zinkivska Street, 6A",Poltava Oblast,Ukraine,49.6014147,34.53259819,CCS (Type 2),120,1,50,4.65
307916,1294 IONITY&GL AC/DC by ND Palats Ev,"Street. Eksplanadna, 1",Kyiv,Ukraine,50.43810439,30.52239341,CCS (Type 2),80,1,50,4.04
307916,1295 IONITY&GL AC/DC by ND Palats Ev,"Street. Eksplanadna, 1",Kyiv,Ukraine,50.43810439,30.52239341,GB-T DC - GB/T 20234.3,80,1,50,3.17
307916,1296 IONITY&GL AC/DC by ND Palats Ev,"Street. Eksplanadna, 1",Kyiv,Ukraine,50.43810439,30.52239341,CHAdeMO,50,1,50,4.36
307916,1297 IONITY&GL AC/DC by ND Palats Ev,"Street. Eksplanadna, 1",Kyiv,Ukraine,50.43810439,30.52239341,Type 2 (Socket Only),22,1,50,4.02
307915,Pidhvylotsynsk KTM,"Street. Tenopilskaya,",Ternopil Oblast,Ukraine,49.52857752,26.11145443,CCS (Type 2),120,1,50,0.93
307915,Pidhvylotsynsk KTM,Street. Tenopilskaya,Ternopil Oblast,Ukraine,49.52857752,26.11145443,Type 2 (Socket Only),22,1,50,4.46
307915,Pidhvylotsynsk KTM,"Street. Tenopilskaya,",Ternopil Oblast,Ukraine,49.52857752,26.11145443,GB-T DC - GB/T 20234.3,120,1,50,2.7
307914,Ecosat Mykolaiv,"Street. 9th Line, 104, Khersonskoe Shosse",Mykolaiv Oblast,Ukraine,46.95313449,32.05996886,CCS (Type 2),80,1,50,4.04
307914,Ecosat Mykolaiv,"Street. 9th Line, 104, Khersonskoe Shosse",Mykolaiv Oblast,Ukraine,46.95313449,32.05996886,CHAdeMO,50,1,50,4.48
307914,Ecosat Mykolaiv,"Street. 9th Line, 104, Khersonskoe Shosse",Mykolaiv Oblast,Ukraine,46.95313449,32.05996886,GB-T DC - GB/T 20234.3,80,1,50,1.59
307913,TOKA #2106 OKKO Gas Station Fast Charger,"Street. Pistele, 2A",Odesa Oblast,Ukraine,46.47926601,30.69091333,CHAdeMO,50,1,50,0.55
307913,TOKA #2106 OKKO Gas Station Fast Charger,"Street. Pistele, 2A",Odesa Oblast,Ukraine,46.47926601,30.69091333,CCS (Type 2),160,1,50,1.14
307913,TOKA #2106 OKKO Gas Station Fast Charger,"Street. Pistele, 2A",Odesa Oblast,Ukraine,46.47926601,30.69091333,GB-T DC - GB/T 20234.3,160,1,50,2.14
307913,TOKA #2106 OKKO Gas Station Fast Charger,"Street. Pistele, 2A",Odesa Oblast,Ukraine,46.47926601,30.69091333,Type 2 (Tethered Connector) ,22,1,50,4.09
307912,Vijata Power Charging Station 60 kW ,Street. Lvivska 320B,Maharashtra,India,16.7823341,74.27818104,CCS (Type 2),60,1,50,4.3
307912,Vijata Power Charging Station 60 kW ,Street. Lvivska 320B,Maharashtra,India,16.7823341,74.27818104,GB-T DC - GB/T 20234.3,60,1,50,0.03
307911,Vijaya Power Charging Station 60 Kw + 30 Kw,Street. Lvivska 320B,Maharashtra,India,16.7033685,74.25045697,CCS (Type 2),60,1,50,2.55
307911,Vijaya Power Charging Station 60 Kw + 30 Kw,Dyp City Ev ,Maharashtra,India,16.7033685,74.25045697,GB-T DC - GB/T 20234.3,60,1,50,2.09
307910,Costco,3125 Queensgate Drive,Washington,United States,46.26076,-119.315738,CCS (Type 1),102,2,50,1.11
307910,Costco,3125 Queensgate Drive,Washington,United States,46.26076,-119.315738,NACS / Tesla Supercharger,348,2,175.3,0.6
307909,Avalon,Old Head Beach,Westport-Belmullet Municipal District,Ireland,53.77339412,-9.751988963,Type 2 (Socket Only),22,4,50,1.69
307908,Turners Cross Retail Ev,Turners Cross Retail Ev,Munster,Ireland,51.88027935,-8.467386303,Type 2 (Socket Only),22,2,50,4.71
307903,Arkan  Ev,Al Bostan St,Giza,Egypt,30.02018114,31.00365728,Type 2 (Socket Only),22,4,50,4.81
307902,Master Rest  Ev,Cairo-Alexandria RD,Al Minufiya,Egypt,30.39611428,30.37433031,Type 2 (Socket Only),22,4,50,1.26
307901,Voltron,Trinity Tower,Java,Indonesia,-6.225335883,106.8337264,Type 2 (Tethered Connector) ,22,2,50,2.49
307900,Comune di Rivarolo Mantovano,Viale Piave ang. Str. Capolavia 1,Lombardy,Italy,45.07190274,10.43734255,Type 2 (Socket Only),22,2,50,1.5
307898,Stationton Ev,353 High,Western Australia,Australia,-32.03914156,115.9077829,CHAdeMO,60,1,50,0.18
307898,Stationton Ev,353 High,Western Australia,Australia,-32.03914156,115.9077829,CCS (Type 2),75,1,50,3.05
307897,District 5,District 5,Cairo,Egypt,29.95476129,31.44985025,Type 2 (Socket Only),22,2,50,2.51
307896,STB-0068 Pingo Doce,Avenida Luisa Todi  149 ,Setubal,Portugal,38.52263694,-8.893269602,CCS (Type 2),60,3,50,0.26
307896,STB-0068 Pingo Doce,Avenida Luisa Todi  150,Setubal,Portugal,38.52263694,-8.893269602,Type 2 (Socket Only),22,2,50,1.39
307896,STB-0068 Pingo Doce,Avenida Luisa Todi  151,Setubal,Portugal,38.52263694,-8.893269602,CHAdeMO,50,4,50,4.54
307895,STB-0082-BP,Estrada dos Ciprestes,Setubal,Portugal,38.53252388,-8.884334145,CCS (Type 2),150,2,50,0.72
307895,STB-0082-BP,Estrada dos Ciprestes,Setubal,Portugal,38.53252388,-8.884334145,CHAdeMO,80,1,50,2.45
307894,STB-00085 STAND Auto Charging Station,"Avenida Mestre Lima de Freitas,  8 ",Setubal,Portugal,38.54045206,-8.870801068,CHAdeMO,50,1,50,1.21
307894,STB-00085 STAND Auto Charging Station,"Avenida Mestre Lima de Freitas,  8 ",Setubal,Portugal,38.54045206,-8.870801068,CCS (Type 2),100,2,50,3.36
307894,STB-00085 STAND Auto Charging Station,"Avenida Mestre Lima de Freitas,  8 ",Setubal,Portugal,38.54045206,-8.870801068,Type 2 (Socket Only),22,1,50,3.81
307893,STB-00056,Av. Mestre Lima de Freitas Lote 89,Setubal,Portugal,38.540317,-8.869903855,CHAdeMO,50,1,50,1.19
307893,STB-00056,Av. Mestre Lima de Freitas Lote 89,Setubal,Portugal,38.540317,-8.869903855,CCS (Type 2),100,1,50,3.64
307893,STB-00056,Av. Mestre Lima de Freitas Lote 89,Setubal,Portugal,38.540317,-8.869903855,Type 2 (Socket Only),22,1,50,1.84
307892,STB-00093 Leroy Merlin Setbal,"Rua Azeda de Baixo, Sao Sebastiao",Setubal,Portugal,38.53928683,-8.875366318,CCS (Type 2),100,2,50,3.16
307891,STB-0076 Alegro Setabal,Av. Antero de Quental 2 ,Setubal,Portugal,38.5374214,-8.876432339,Type 2 (Socket Only),11,4,50,3.17
307891,STB-0076 Alegro Setabal,Av. Antero de Quental 2 ,Setubal,Portugal,38.5374214,-8.876432339,CCS (Type 2),120,2,50,2.68
307890,STB-00070-71-81 Novotel Setubal,"R Alexandre O'Neill Nao, 2910-509",Setubal,Portugal,38.53494235,-8.873531272,CCS (Type 2),160,4,55.6,0.45
307890,STB-00070-71-81 Novotel Setubal,"R Alexandre O'Neill Nao, 2910-510",Setubal,Portugal,38.53494235,-8.873531272,Type 2 (Socket Only),22,2,50,4.18
307889,VBP-0009-10 Intermarch de Sagres,R. da Escola das Cercas Velhas ,Faro,Portugal,37.01501553,-8.941069175,CHAdeMO,50,1,50,1.6
307889,VBP-0009-10 Intermarch de Sagres,R. da Escola das Cercas Velhas ,Faro,Portugal,37.01501553,-8.941069175,CCS (Type 2),100,1,50,0.93
307889,VBP-0009-10 Intermarch de Sagres,R. da Escola das Cercas Velhas ,Faro,Portugal,37.01501553,-8.941069175,Type 2 (Socket Only),22,1,50,0.2
307888,LGS-0037 BP Lagos,E. N. 125 - Telheiro,Lagos,Portugal,37.11957612,-8.673004547,CCS (Type 2),150,2,50,2.95
307888,LGS-0037 BP Lagos,E. N. 125 - Telheiro,Lagos,Portugal,37.11957612,-8.673004547,CHAdeMO,80,1,50,3.39
307887,LGS-00030 Galp,Rua Infante Dom Henrique ,Lagos,Portugal,37.11105615,-8.679238017,CCS (Type 2),180,2,61.4,0.08
307886,Tavukcu Yakup  Ev,Avide Koyu No:282,Kisatahya,Turkey,38.92420892,29.3038868,CCS (Type 2),120,1,50,2.56
307885,Gediz Ev,Uluoymak Nakipoglu Cd. No:30,Kisatahya,Turkey,38.98760122,29.39486396,CCS (Type 2),120,2,50,1.13
307884,MFG EV Power - A2 - Dunkirk,A2,England,United Kingdom,51.28933671,0.995208318,CCS (Type 2),150,8,59,3.23
307884,MFG EV Power - A2 - Dunkirk,A2,England,United Kingdom,51.28933671,0.995208318,CHAdeMO,50,8,50,0.87
307883,Tesla @ Clinton Station ,2 Bank Street,New Jersey,United States,40.63365857,-74.93734831,NACS / Tesla Supercharger,250,12,122,3.45
307883,Tesla @ Clinton Station ,2 Bank Street,New Jersey,United States,40.63365857,-74.93734831,CCS (Type 1),250,2,102,1.93
307881,PTM-00047 ,Marina de Portimaeo Avenida do Arade,Portimao,Portugal,37.11755277,-8.529492483,CCS (Type 2),180,2,61.4,0.69
307881,PTM-00047 ,Marina de Portimaeo Avenida do Arade,Portimao,Portugal,37.11755277,-8.529492483,Type 2 (Socket Only),22,2,50,1.71
307880,PTM-00058-59,"Cabeaeo do mocho, estrada nacional",Portimao,Portugal,37.1528191,-8.555003624,CHAdeMO,50,1,50,0.57
307880,PTM-00058-59,"Cabeaeo do mocho, estrada nacional",Portimao,Portugal,37.1528191,-8.555003624,CCS (Type 2),100,3,50,4.62
307880,PTM-00058-59,"Cabeaeo do mocho, estrada nacional",Portimao,Portugal,37.1528191,-8.555003624,Type 2 (Socket Only),22,1,50,4.39
307878,FAR-00033,Alcantarilla,Alcantarilha and Pra,Portugal,37.13239512,-8.359442056,CHAdeMO,50,1,50,3.3
307878,FAR-00033,Alcantarilla,Alcantarilha and Pra,Portugal,37.13239512,-8.359442056,CCS (Type 2),100,3,50,4.09
307878,FAR-00033,Alcantarilla,Alcantarilha and Pra,Portugal,37.13239512,-8.359442056,Type 2 (Socket Only),22,1,50,2.78
307877,ABF-00055 ,"Albufeira Retail Ev, Lugar da Tavagueira",Albufeira,Portugal,37.12799607,-8.283610802,CHAdeMO,50,1,50,2.65
307877,ABF-00055 ,"Albufeira Retail Ev, Lugar da Tavagueira",Albufeira,Portugal,37.12799607,-8.283610802,CCS (Type 2),100,1,50,1.21
307877,ABF-00055 ,"Albufeira Retail Ev, Lugar da Tavagueira",Albufeira,Portugal,37.12799607,-8.283610802,Type 2 (Socket Only),22,1,50,0.47
307876,ABF-0061 Galp,Caminho Vale da Azinheira,Albufeira,Portugal,37.10373121,-8.193846386,CCS (Type 2),120,1,50,4.49
307876,ABF-0061 Galp,Caminho Vale da Azinheira,Albufeira,Portugal,37.10373121,-8.193846386,CHAdeMO,60,1,50,4.5
307875,LLE-00203 ,URBANIZACAO ENCOSTA OLIVEIRAS 9516 ,Quarteira,Portugal,37.10726774,-8.122030309,CCS (Type 2),120,1,50,3.17
307875,LLE-00203 ,URBANIZACAO ENCOSTA OLIVEIRAS 9516 ,Quarteira,Portugal,37.10726774,-8.122030309,CHAdeMO,60,1,50,1.7
307874,LLE-00202,URBANIZACAO TERRACOS PINHAL 9514,Quarteira,Portugal,37.10621672,-8.129845077,CCS (Type 2),120,1,50,1.75
307874,LLE-00202,URBANIZACAO TERRACOS PINHAL 9514,Quarteira,Portugal,37.10621672,-8.129845077,CHAdeMO,60,1,50,3.63
307873,LLE-00201,LOTEAMENTO MONTE LAGUNA S/N,Quarteira,Portugal,37.10272111,-8.133091654,CCS (Type 2),120,1,50,4.49
307873,LLE-00201,LOTEAMENTO MONTE LAGUNA S/N,Quarteira,Portugal,37.10272111,-8.133091654,CHAdeMO,60,1,50,4.44
307872,LLE-00207 ,URBANIZACAO COLINAS Ev 9519,Quarteira,Portugal,37.1014621,-8.12989171,CCS (Type 2),120,1,50,3.9
307872,LLE-00207 ,URBANIZACAO COLINAS Ev 9519,Quarteira,Portugal,37.1014621,-8.12989171,CHAdeMO,60,1,50,3.21
307871,LLE-00211,RUA COLINA DOS EvES 9523,Quarteira,Portugal,37.09581057,-8.130674574,CCS (Type 2),120,1,50,0.42
307871,LLE-00211,RUA COLINA DOS EvES 9523,Quarteira,Portugal,37.09581057,-8.130674574,CHAdeMO,60,1,50,0.81
307870,LLE-00208 ,VOLTA DA ROMAZEIRA 9520,Quarteira,Portugal,37.09010211,-8.127503735,CCS (Type 2),120,1,50,4.49
307870,LLE-00208 ,VOLTA DA ROMAZEIRA 9520,Quarteira,Portugal,37.09010211,-8.127503735,CHAdeMO,60,1,50,3.03
